Task_ID,Task_Type,Priority,Completion_Status,Dependency,Task_Importance,Estimated_Time,Interruptions,Workload,Task_Creation_Time,Deadline,Hours_To_Deadline,Urgency_Score
TASK_0397,Analysis,High,Completed,None,4,5.3,2.5,2.7,2025-06-04 03:00:00,2025-06-05 06:00:00,27.0,3.6
TASK_0398,Exam Preparation,Low,Completed,None,4,2.0,2.3,5.5,2025-06-02 10:00:00,2025-06-06 16:00:00,102.0,3.0
TASK_0399,Lecture Notes Review,High,Pending,External,2,2.1,3.8,8.8,2025-06-01 10:00:00,2025-06-03 04:00:00,42.0,3.2
TASK_0400,Training,High,Completed,None,6,0.8,0.7,3.2,2025-06-03 12:00:00,2025-06-06 15:00:00,75.0,3.0
TASK_0401,Development,Low,Pending,Internal,3,2.9,2.7,1.7,2025-06-02 19:00:00,2025-06-07 17:00:00,118.0,2.4
TASK_0402,Case Study,High,Completed,Internal,7,4.7,2.7,4.2,2025-06-03 19:00:00,2025-06-04 16:00:00,21.0,4.8
TASK_0403,Development,High,In Progress,None,5,6.9,0.4,7.7,2025-06-02 00:00:00,2025-06-05 08:00:00,80.0,3.8
TASK_0404,Design,Medium,Completed,Internal,4,5.5,2.1,6.0,2025-06-02 23:00:00,2025-06-04 23:00:00,48.0,3.6
TASK_0405,Brainstorming,Low,Pending,External,5,3.8,4.3,8.4,2025-06-02 07:00:00,2025-06-06 02:00:00,91.0,4.2
TASK_0406,Case Study,Low,Pending,External,8,7.6,4.3,9.6,2025-06-04 11:00:00,2025-06-09 09:00:00,118.0,5.6
TASK_0407,Presentation,High,Pending,None,3,5.9,0.5,8.1,2025-06-05 17:00:00,2025-06-09 11:00:00,90.0,3.1
TASK_0408,Development,High,Pending,None,7,7.5,0.5,6.4,2025-06-04 22:00:00,2025-06-05 13:00:00,15.0,5.3
TASK_0409,Exam Preparation,Medium,Pending,None,6,4.5,1.3,5.4,2025-06-01 03:00:00,2025-06-03 07:00:00,52.0,3.9
TASK_0410,Lecture Notes Review,Medium,Pending,None,1,2.4,4.4,1.4,2025-06-05 21:00:00,2025-06-09 22:00:00,97.0,2.1
TASK_0411,Lecture Notes Review,Medium,Pending,Internal,7,0.9,0.6,9.9,2025-06-02 13:00:00,2025-06-03 23:00:00,34.0,4.2
TASK_0412,Assignment,Medium,In Progress,None,7,5.9,3.6,4.5,2025-06-05 20:00:00,2025-06-09 19:00:00,95.0,4.5
TASK_0413,Testing,Medium,Completed,Internal,1,1.4,0.5,2.4,2025-06-03 14:00:00,2025-06-04 15:00:00,25.0,1.9
TASK_0414,Review,Low,In Progress,None,9,2.8,3.1,7.0,2025-06-02 22:00:00,2025-06-04 21:00:00,47.0,5.1
TASK_0415,Meeting,High,Pending,None,6,4.5,1.8,3.6,2025-06-01 00:00:00,2025-06-04 23:00:00,95.0,3.6
TASK_0416,Development,Medium,In Progress,External,2,4.7,3.9,6.3,2025-06-01 02:00:00,2025-06-03 21:00:00,67.0,3.2
TASK_0417,Documentation,High,Pending,Internal,5,5.0,1.2,6.3,2025-06-05 04:00:00,2025-06-08 12:00:00,80.0,3.6
TASK_0418,Development,Low,Completed,None,4,1.7,3.2,5.0,2025-06-04 13:00:00,2025-06-05 17:00:00,28.0,3.5
TASK_0419,Review,Low,Pending,None,7,3.3,1.2,8.5,2025-06-03 13:00:00,2025-06-08 04:00:00,111.0,4.1
TASK_0420,Planning,Low,Completed,None,8,5.1,3.6,3.4,2025-06-03 15:00:00,2025-06-05 21:00:00,54.0,4.7
TASK_0421,Presentation,Medium,Completed,None,1,7.8,4.4,5.0,2025-06-01 16:00:00,2025-06-06 09:00:00,113.0,3.1
TASK_0422,Documentation,High,Completed,None,5,6.0,0.6,5.8,2025-06-04 05:00:00,2025-06-04 15:00:00,10.0,5.0
TASK_0423,Training,Low,In Progress,None,3,7.4,4.3,7.0,2025-06-05 08:00:00,2025-06-10 00:00:00,112.0,3.8
TASK_0424,Meeting,High,Completed,None,1,6.2,3.0,8.1,2025-06-03 13:00:00,2025-06-03 22:00:00,9.0,4.7
TASK_0425,Development,Medium,Completed,External,3,4.9,0.6,4.6,2025-06-02 10:00:00,2025-06-03 13:00:00,27.0,3.1
TASK_0426,Group Project,High,In Progress,None,6,1.9,2.1,6.8,2025-06-01 12:00:00,2025-06-02 10:00:00,22.0,4.3
TASK_0427,Review,Low,In Progress,None,7,5.5,0.8,2.4,2025-06-02 10:00:00,2025-06-06 00:00:00,86.0,3.7
TASK_0428,Lecture Notes Review,High,In Progress,None,8,5.2,3.5,9.4,2025-06-02 18:00:00,2025-06-07 01:00:00,103.0,5.2
TASK_0429,Lecture Notes Review,High,In Progress,External,4,5.0,3.8,4.4,2025-06-01 01:00:00,2025-06-05 23:00:00,118.0,3.5
TASK_0430,Planning,Low,In Progress,Internal,3,4.2,0.5,7.6,2025-06-03 07:00:00,2025-06-03 19:00:00,12.0,4.1
TASK_0431,Brainstorming,Low,In Progress,None,5,4.5,2.5,1.2,2025-06-05 14:00:00,2025-06-10 09:00:00,115.0,3.2
TASK_0432,Presentation,High,Pending,External,9,3.0,4.1,2.8,2025-06-04 04:00:00,2025-06-05 19:00:00,39.0,4.9
TASK_0433,Exam Preparation,High,Pending,None,6,4.4,4.7,5.4,2025-06-03 02:00:00,2025-06-07 11:00:00,105.0,4.3
TASK_0434,Bug Fixing,Low,Pending,None,9,2.0,2.6,8.9,2025-06-03 05:00:00,2025-06-05 00:00:00,43.0,5.1
TASK_0435,Analysis,High,Pending,None,6,6.5,4.8,5.7,2025-06-01 15:00:00,2025-06-05 15:00:00,96.0,4.6
TASK_0436,Meeting,High,Pending,None,2,1.9,2.7,9.4,2025-06-01 17:00:00,2025-06-02 20:00:00,27.0,3.3
TASK_0437,Meeting,High,In Progress,External,5,1.1,2.0,5.4,2025-06-01 06:00:00,2025-06-03 09:00:00,51.0,3.3
TASK_0438,Training,High,Pending,Internal,9,3.8,4.2,5.4,2025-06-02 20:00:00,2025-06-05 14:00:00,66.0,5.1
TASK_0439,Report Writing,High,Completed,None,8,5.4,2.5,2.1,2025-06-02 11:00:00,2025-06-05 11:00:00,72.0,4.3
TASK_0440,Development,Medium,Pending,External,7,3.8,2.4,8.2,2025-06-02 16:00:00,2025-06-05 00:00:00,56.0,4.5
TASK_0441,Exam Preparation,Medium,Pending,None,1,2.6,2.5,3.2,2025-06-04 21:00:00,2025-06-07 06:00:00,57.0,2.1
TASK_0442,Analysis,Medium,Completed,None,4,4.7,4.2,9.1,2025-06-02 17:00:00,2025-06-04 14:00:00,45.0,4.2
TASK_0443,Meeting,High,In Progress,None,7,3.1,4.2,9.2,2025-06-05 08:00:00,2025-06-07 08:00:00,48.0,4.9
TASK_0444,Meeting,High,Pending,None,7,7.5,2.0,9.5,2025-06-01 06:00:00,2025-06-05 03:00:00,93.0,4.9
TASK_0445,Research,Low,Completed,None,6,7.4,1.7,5.7,2025-06-01 14:00:00,2025-06-02 07:00:00,17.0,5.0
TASK_0446,Documentation,High,Completed,None,8,4.3,2.5,7.1,2025-06-03 11:00:00,2025-06-07 21:00:00,106.0,4.6
TASK_0447,Report Writing,High,Pending,None,6,3.0,2.9,8.0,2025-06-02 15:00:00,2025-06-03 23:00:00,32.0,4.4
TASK_0448,Exam Preparation,Medium,Pending,None,10,6.0,1.2,2.2,2025-06-04 10:00:00,2025-06-09 09:00:00,119.0,4.7
TASK_0449,Group Project,Medium,Completed,External,3,0.8,4.0,6.4,2025-06-05 10:00:00,2025-06-05 19:00:00,9.0,4.6
TASK_0450,Exam Preparation,Medium,In Progress,None,4,4.1,2.4,1.3,2025-06-02 12:00:00,2025-06-02 22:00:00,10.0,4.3
TASK_0451,Case Study,Low,In Progress,Internal,3,3.0,1.7,5.5,2025-06-03 17:00:00,2025-06-05 09:00:00,40.0,3.0
TASK_0452,Planning,Low,Completed,None,1,7.4,0.5,2.4,2025-06-05 09:00:00,2025-06-07 17:00:00,56.0,2.2
TASK_0453,Training,Low,Pending,External,10,0.6,1.2,2.6,2025-06-05 15:00:00,2025-06-06 12:00:00,21.0,4.8
TASK_0454,Bug Fixing,Low,In Progress,Internal,5,4.6,4.7,4.3,2025-06-03 06:00:00,2025-06-07 00:00:00,90.0,3.9
TASK_0455,Analysis,Medium,Pending,External,1,6.1,1.5,4.9,2025-06-04 04:00:00,2025-06-08 19:00:00,111.0,2.3
TASK_0456,Brainstorming,Medium,Completed,None,1,4.1,0.8,6.6,2025-06-05 07:00:00,2025-06-07 00:00:00,41.0,2.4
TASK_0457,Research,Low,In Progress,External,2,1.1,2.3,1.7,2025-06-05 08:00:00,2025-06-07 22:00:00,62.0,2.0
TASK_0458,Documentation,High,In Progress,None,4,7.8,1.5,5.5,2025-06-05 10:00:00,2025-06-05 14:00:00,4.0,7.1
TASK_0459,Planning,Low,Pending,None,6,4.4,0.2,2.6,2025-06-05 10:00:00,2025-06-08 09:00:00,71.0,3.3
TASK_0460,Training,High,Pending,None,8,5.1,1.6,6.2,2025-06-05 22:00:00,2025-06-10 20:00:00,118.0,4.5
TASK_0461,Customer Support,High,In Progress,None,3,2.3,2.7,6.7,2025-06-04 22:00:00,2025-06-06 21:00:00,47.0,3.1
TASK_0462,Testing,Low,Completed,None,1,4.1,2.8,6.0,2025-06-04 07:00:00,2025-06-06 09:00:00,50.0,2.6
TASK_0463,Review,Medium,In Progress,Internal,3,3.7,1.8,7.6,2025-06-05 09:00:00,2025-06-06 23:00:00,38.0,3.3
TASK_0464,Assignment,Low,Pending,External,3,1.1,2.2,4.0,2025-06-03 07:00:00,2025-06-07 01:00:00,90.0,2.4
TASK_0465,Bug Fixing,Medium,Completed,None,5,1.3,4.8,7.9,2025-06-02 19:00:00,2025-06-06 17:00:00,94.0,3.9
TASK_0466,Group Project,Medium,Pending,Internal,4,6.8,1.9,4.9,2025-06-03 08:00:00,2025-06-05 23:00:00,63.0,3.5
TASK_0467,Report Writing,Low,Completed,None,4,2.3,1.3,5.4,2025-06-01 05:00:00,2025-06-05 02:00:00,93.0,2.8
TASK_0468,Review,Medium,Pending,Internal,9,2.0,1.2,6.8,2025-06-04 19:00:00,2025-06-07 02:00:00,55.0,4.6
TASK_0469,Assignment,Low,In Progress,None,7,4.3,2.3,1.2,2025-06-02 07:00:00,2025-06-02 18:00:00,11.0,5.1
TASK_0470,Review,Low,Pending,None,4,6.3,3.8,6.9,2025-06-05 11:00:00,2025-06-10 01:00:00,110.0,3.9
TASK_0471,Documentation,Medium,Completed,External,3,1.0,1.0,6.6,2025-06-04 01:00:00,2025-06-07 12:00:00,83.0,2.5
TASK_0472,Development,Medium,In Progress,External,6,4.8,3.5,3.8,2025-06-05 17:00:00,2025-06-07 13:00:00,44.0,4.2
TASK_0473,Customer Support,Medium,Pending,External,3,1.4,0.1,1.8,2025-06-01 17:00:00,2025-06-01 23:00:00,6.0,4.3
TASK_0474,Analysis,Medium,Pending,Internal,6,0.8,2.1,1.8,2025-06-03 19:00:00,2025-06-07 22:00:00,99.0,3.0
TASK_0475,Brainstorming,High,Pending,External,9,0.9,3.9,9.3,2025-06-04 00:00:00,2025-06-07 00:00:00,72.0,5.1
TASK_0476,Analysis,Low,Pending,External,6,6.8,1.7,7.2,2025-06-01 06:00:00,2025-06-04 21:00:00,87.0,4.2
TASK_0477,Lecture Notes Review,Medium,Completed,Internal,4,1.4,2.8,2.1,2025-06-05 17:00:00,2025-06-06 10:00:00,17.0,3.5
TASK_0478,Review,Medium,In Progress,External,5,0.8,1.0,4.2,2025-06-01 07:00:00,2025-06-05 10:00:00,99.0,2.8
TASK_0479,Bug Fixing,Medium,Completed,None,6,3.8,3.7,6.3,2025-06-03 15:00:00,2025-06-04 20:00:00,29.0,4.6
TASK_0480,Brainstorming,High,In Progress,Internal,3,6.8,0.3,8.5,2025-06-05 10:00:00,2025-06-10 04:00:00,114.0,3.2
TASK_0481,Testing,High,In Progress,None,8,2.5,4.3,1.4,2025-06-01 06:00:00,2025-06-04 07:00:00,73.0,4.3
TASK_0482,Development,Medium,Pending,External,4,3.7,1.0,3.1,2025-06-02 16:00:00,2025-06-05 05:00:00,61.0,2.8
TASK_0483,Exam Preparation,High,Pending,Internal,8,0.8,4.4,9.0,2025-06-02 15:00:00,2025-06-06 22:00:00,103.0,4.8
TASK_0484,Brainstorming,High,Completed,External,10,3.9,1.8,1.1,2025-06-01 02:00:00,2025-06-02 21:00:00,43.0,4.7
TASK_0485,Group Project,High,Completed,External,10,4.8,3.6,2.8,2025-06-01 16:00:00,2025-06-03 22:00:00,54.0,5.2
TASK_0486,Analysis,High,Pending,External,3,4.8,1.6,9.6,2025-06-03 17:00:00,2025-06-04 01:00:00,8.0,5.2
TASK_0487,Customer Support,High,Pending,None,10,3.0,4.5,6.5,2025-06-04 06:00:00,2025-06-07 14:00:00,80.0,5.4
TASK_0488,Brainstorming,Low,In Progress,Internal,7,2.9,0.6,3.4,2025-06-05 13:00:00,2025-06-07 00:00:00,35.0,3.8
TASK_0489,Brainstorming,Low,Completed,None,9,1.3,0.9,1.6,2025-06-04 20:00:00,2025-06-08 07:00:00,83.0,3.8
TASK_0490,Presentation,Medium,Pending,None,4,3.3,2.5,1.3,2025-06-05 17:00:00,2025-06-05 21:00:00,4.0,6.3
TASK_0491,Lecture Notes Review,Low,In Progress,None,8,1.2,0.4,3.2,2025-06-05 15:00:00,2025-06-08 23:00:00,80.0,3.6
TASK_0492,Group Project,Medium,Completed,None,3,6.2,1.0,8.9,2025-06-03 03:00:00,2025-06-05 12:00:00,57.0,3.4
TASK_0493,Training,Low,Pending,None,7,7.7,4.7,4.7,2025-06-01 21:00:00,2025-06-02 11:00:00,14.0,6.0
TASK_0494,Brainstorming,Medium,Pending,Internal,3,7.8,4.9,7.5,2025-06-01 03:00:00,2025-06-03 11:00:00,56.0,4.2
TASK_0495,Review,High,In Progress,None,7,7.0,1.9,9.3,2025-06-05 19:00:00,2025-06-06 06:00:00,11.0,6.2
TASK_0496,Exam Preparation,High,Completed,None,10,5.0,4.6,4.7,2025-06-01 05:00:00,2025-06-02 09:00:00,28.0,5.9
TASK_0497,Customer Support,Low,Pending,None,10,5.8,2.7,2.7,2025-06-02 13:00:00,2025-06-04 08:00:00,43.0,5.3
TASK_0498,Training,Medium,In Progress,None,6,2.6,1.3,5.7,2025-06-02 01:00:00,2025-06-03 12:00:00,35.0,3.8
TASK_0499,Exam Preparation,High,In Progress,External,2,5.2,3.5,9.2,2025-06-01 10:00:00,2025-06-05 05:00:00,91.0,3.4
TASK_0500,Customer Support,Low,In Progress,None,3,3.9,3.3,8.2,2025-06-04 17:00:00,2025-06-06 00:00:00,31.0,3.8
TASK_0501,Testing,High,In Progress,None,6,4.1,4.9,1.6,2025-06-01 16:00:00,2025-06-05 01:00:00,81.0,3.9
TASK_0502,Case Study,Medium,In Progress,None,4,6.2,1.3,7.2,2025-06-04 15:00:00,2025-06-09 07:00:00,112.0,3.4
TASK_0503,Presentation,Medium,In Progress,None,6,2.6,3.4,6.1,2025-06-04 19:00:00,2025-06-05 01:00:00,6.0,6.4
TASK_0504,Training,High,In Progress,None,1,2.9,0.3,9.2,2025-06-05 02:00:00,2025-06-09 09:00:00,103.0,2.2
TASK_0505,Design,Low,In Progress,None,10,7.4,0.6,2.1,2025-06-02 06:00:00,2025-06-06 04:00:00,94.0,4.8
TASK_0506,Lecture Notes Review,Medium,In Progress,External,1,0.9,0.0,5.8,2025-06-04 04:00:00,2025-06-07 19:00:00,87.0,1.6
TASK_0507,Assignment,High,Completed,Internal,3,4.1,5.0,8.9,2025-06-05 21:00:00,2025-06-10 15:00:00,114.0,3.7
TASK_0508,Development,Low,Pending,None,8,7.3,4.0,4.7,2025-06-02 10:00:00,2025-06-05 20:00:00,82.0,5.1
TASK_0509,Analysis,Medium,Completed,Internal,8,5.1,3.9,5.3,2025-06-01 15:00:00,2025-06-04 08:00:00,65.0,4.9
TASK_0510,Exam Preparation,High,Completed,None,4,4.6,2.5,1.6,2025-06-04 06:00:00,2025-06-05 12:00:00,30.0,3.4
TASK_0511,Presentation,Low,Pending,None,6,2.4,1.5,3.5,2025-06-05 10:00:00,2025-06-07 10:00:00,48.0,3.5
TASK_0512,Assignment,High,In Progress,Internal,8,3.1,0.8,3.9,2025-06-01 17:00:00,2025-06-06 05:00:00,108.0,3.9
TASK_0513,Review,Medium,In Progress,None,7,6.9,1.4,9.5,2025-06-05 14:00:00,2025-06-09 13:00:00,95.0,4.7
TASK_0514,Assignment,Medium,Pending,Internal,7,4.7,1.9,3.5,2025-06-05 04:00:00,2025-06-06 08:00:00,28.0,4.4
TASK_0515,Lecture Notes Review,Medium,Pending,None,4,4.4,3.8,5.1,2025-06-05 15:00:00,2025-06-10 04:00:00,109.0,3.5
TASK_0516,Testing,Low,Pending,None,9,1.2,2.7,7.0,2025-06-03 13:00:00,2025-06-06 05:00:00,64.0,4.7
TASK_0517,Group Project,High,Pending,None,10,0.6,0.4,2.5,2025-06-05 15:00:00,2025-06-07 14:00:00,47.0,4.2
TASK_0518,Assignment,High,Completed,External,6,7.7,0.1,5.4,2025-06-05 16:00:00,2025-06-10 09:00:00,113.0,3.8
TASK_0519,Documentation,Medium,Pending,External,3,3.3,0.5,7.6,2025-06-05 08:00:00,2025-06-09 12:00:00,100.0,2.7
TASK_0520,Testing,High,Completed,External,5,5.0,2.1,8.8,2025-06-02 02:00:00,2025-06-04 03:00:00,49.0,4.1
TASK_0521,Case Study,Medium,In Progress,None,5,1.1,4.7,6.6,2025-06-05 22:00:00,2025-06-06 15:00:00,17.0,4.6
TASK_0522,Development,Medium,Completed,None,5,5.6,3.2,7.0,2025-06-02 10:00:00,2025-06-02 21:00:00,11.0,5.4
TASK_0523,Analysis,Medium,In Progress,None,8,7.5,4.0,2.1,2025-06-05 19:00:00,2025-06-07 22:00:00,51.0,5.0
TASK_0524,Report Writing,Medium,Pending,None,9,4.8,2.3,9.5,2025-06-02 20:00:00,2025-06-03 13:00:00,17.0,6.1
TASK_0525,Report Writing,Medium,In Progress,Internal,9,1.4,1.8,2.2,2025-06-05 21:00:00,2025-06-08 17:00:00,68.0,4.1
TASK_0526,Bug Fixing,High,Pending,None,6,4.9,0.5,8.0,2025-06-02 10:00:00,2025-06-05 21:00:00,83.0,3.9
TASK_0527,Design,Medium,In Progress,Internal,6,6.2,4.4,3.4,2025-06-02 03:00:00,2025-06-05 16:00:00,85.0,4.3
TASK_0528,Exam Preparation,Low,Completed,Internal,9,3.5,3.9,9.4,2025-06-05 06:00:00,2025-06-05 16:00:00,10.0,6.9
TASK_0529,Customer Support,Low,Pending,None,4,7.1,0.8,7.5,2025-06-05 05:00:00,2025-06-08 15:00:00,82.0,3.6
TASK_0530,Documentation,Medium,Pending,External,6,5.4,2.6,7.8,2025-06-01 08:00:00,2025-06-05 03:00:00,91.0,4.3
TASK_0531,Exam Preparation,High,Completed,None,4,7.2,2.4,3.0,2025-06-04 03:00:00,2025-06-06 07:00:00,52.0,3.5
TASK_0532,Brainstorming,Medium,Completed,None,1,5.2,3.1,5.0,2025-06-01 14:00:00,2025-06-06 12:00:00,118.0,2.5
TASK_0533,Deployment,Medium,In Progress,None,7,1.5,4.7,6.6,2025-06-01 20:00:00,2025-06-04 06:00:00,58.0,4.5
TASK_0534,Testing,Medium,Pending,None,10,2.8,2.9,7.9,2025-06-03 03:00:00,2025-06-03 19:00:00,16.0,6.1
TASK_0535,Case Study,Medium,In Progress,None,6,2.0,2.7,1.9,2025-06-02 10:00:00,2025-06-05 14:00:00,76.0,3.3
TASK_0536,Group Project,Medium,Pending,None,9,7.3,0.3,9.7,2025-06-05 09:00:00,2025-06-07 20:00:00,59.0,5.3
TASK_0537,Research,Medium,Completed,None,7,6.2,0.3,9.0,2025-06-05 00:00:00,2025-06-07 11:00:00,59.0,4.5
TASK_0538,Documentation,High,Completed,None,7,5.6,0.9,3.4,2025-06-03 02:00:00,2025-06-03 20:00:00,18.0,4.6
TASK_0539,Customer Support,High,Completed,External,2,2.8,0.2,8.4,2025-06-04 10:00:00,2025-06-06 22:00:00,60.0,2.5
TASK_0540,Bug Fixing,Medium,Completed,External,9,1.9,3.7,5.7,2025-06-03 06:00:00,2025-06-05 19:00:00,61.0,4.9
TASK_0541,Planning,Low,Pending,None,10,6.2,3.6,5.2,2025-06-04 14:00:00,2025-06-06 04:00:00,38.0,5.8
TASK_0542,Development,Low,Completed,None,9,4.1,0.7,3.8,2025-06-04 04:00:00,2025-06-07 23:00:00,91.0,4.3
TASK_0543,Development,Low,Completed,External,6,2.2,4.2,6.2,2025-06-02 19:00:00,2025-06-06 23:00:00,100.0,4.0
TASK_0544,Deployment,Medium,Pending,None,3,5.1,0.8,7.6,2025-06-03 16:00:00,2025-06-04 11:00:00,19.0,3.7
TASK_0545,Training,Medium,Completed,External,1,0.8,1.5,4.7,2025-06-05 18:00:00,2025-06-06 05:00:00,11.0,3.1
TASK_0546,Research,Medium,Pending,None,4,2.9,1.2,6.7,2025-06-04 20:00:00,2025-06-08 20:00:00,96.0,3.0
TASK_0547,Lecture Notes Review,Medium,In Progress,None,3,4.0,1.9,7.3,2025-06-04 15:00:00,2025-06-08 09:00:00,90.0,3.0
TASK_0548,Group Project,Low,Completed,None,1,1.6,1.3,7.4,2025-06-04 07:00:00,2025-06-06 07:00:00,48.0,2.2
TASK_0549,Meeting,Medium,In Progress,None,3,7.9,2.4,1.5,2025-06-02 00:00:00,2025-06-06 02:00:00,98.0,3.0
TASK_0550,Presentation,Low,Pending,External,4,2.1,2.0,8.7,2025-06-05 22:00:00,2025-06-07 17:00:00,43.0,3.5
TASK_0551,Brainstorming,Medium,In Progress,None,8,1.5,4.9,5.1,2025-06-04 14:00:00,2025-06-09 10:00:00,116.0,4.5
TASK_0552,Testing,Low,In Progress,External,9,2.0,0.3,3.4,2025-06-04 19:00:00,2025-06-07 04:00:00,57.0,4.0
TASK_0553,Group Project,High,Completed,Internal,3,6.3,0.7,3.2,2025-06-02 22:00:00,2025-06-03 15:00:00,17.0,3.5
TASK_0554,Review,Low,In Progress,None,6,3.7,0.3,5.3,2025-06-04 07:00:00,2025-06-06 21:00:00,62.0,3.5
TASK_0555,Review,High,Pending,External,10,4.7,3.1,9.0,2025-06-05 10:00:00,2025-06-09 11:00:00,97.0,5.6
TASK_0556,Deployment,Medium,Completed,None,5,0.7,0.3,4.4,2025-06-03 07:00:00,2025-06-05 15:00:00,56.0,2.8
TASK_0557,Training,High,In Progress,None,6,0.8,4.2,7.7,2025-06-02 13:00:00,2025-06-06 23:00:00,106.0,4.0
TASK_0558,Exam Preparation,Medium,In Progress,External,4,3.8,2.6,1.9,2025-06-01 10:00:00,2025-06-02 16:00:00,30.0,3.3
TASK_0559,Testing,High,In Progress,None,10,6.6,2.6,5.3,2025-06-03 18:00:00,2025-06-05 20:00:00,50.0,5.5
TASK_0560,Documentation,High,Completed,None,6,7.1,2.8,9.9,2025-06-01 14:00:00,2025-06-05 01:00:00,83.0,4.8
TASK_0561,Training,Medium,In Progress,None,7,1.2,0.9,7.9,2025-06-01 00:00:00,2025-06-05 22:00:00,118.0,3.7
TASK_0562,Testing,Medium,In Progress,None,9,4.5,1.0,2.9,2025-06-01 06:00:00,2025-06-01 15:00:00,9.0,6.0
TASK_0563,Analysis,Medium,Pending,Internal,10,7.3,1.6,5.5,2025-06-01 00:00:00,2025-06-03 10:00:00,58.0,5.4
TASK_0564,Group Project,Medium,Pending,Internal,7,3.4,3.0,3.1,2025-06-03 00:00:00,2025-06-07 04:00:00,100.0,3.9
TASK_0565,Group Project,Low,Pending,External,6,6.7,1.1,4.7,2025-06-04 23:00:00,2025-06-06 22:00:00,47.0,4.0
TASK_0566,Bug Fixing,Medium,Pending,External,1,1.5,0.6,8.0,2025-06-04 00:00:00,2025-06-04 21:00:00,21.0,2.6
TASK_0567,Presentation,Medium,In Progress,None,2,7.5,4.9,7.9,2025-06-02 04:00:00,2025-06-02 23:00:00,19.0,4.5
TASK_0568,Research,Medium,Completed,None,1,6.1,0.1,3.1,2025-06-02 01:00:00,2025-06-02 16:00:00,15.0,2.9
TASK_0569,Customer Support,High,In Progress,None,9,7.6,4.0,9.3,2025-06-04 14:00:00,2025-06-05 13:00:00,23.0,6.4
TASK_0570,Testing,Medium,Completed,None,10,5.6,3.9,6.3,2025-06-02 20:00:00,2025-06-04 20:00:00,48.0,5.8
TASK_0571,Meeting,High,Completed,None,10,3.2,1.5,4.4,2025-06-05 10:00:00,2025-06-08 05:00:00,67.0,4.8
TASK_0572,Analysis,Low,Completed,Internal,9,7.5,0.7,5.5,2025-06-04 20:00:00,2025-06-09 07:00:00,107.0,4.8
TASK_0573,Group Project,Medium,In Progress,None,7,2.6,0.7,6.4,2025-06-05 19:00:00,2025-06-08 09:00:00,62.0,3.9
TASK_0574,Brainstorming,Medium,In Progress,None,2,3.0,3.5,6.0,2025-06-05 05:00:00,2025-06-09 05:00:00,96.0,2.8
TASK_0575,Meeting,Medium,In Progress,None,6,5.8,3.2,5.4,2025-06-05 00:00:00,2025-06-09 01:00:00,97.0,4.2
TASK_0576,Deployment,High,Pending,External,4,6.2,3.9,5.5,2025-06-03 22:00:00,2025-06-07 19:00:00,93.0,3.8
TASK_0577,Assignment,Low,Pending,External,1,7.5,4.7,2.6,2025-06-01 11:00:00,2025-06-02 12:00:00,25.0,3.4
TASK_0578,Deployment,High,Completed,None,1,2.0,3.5,8.3,2025-06-04 22:00:00,2025-06-09 02:00:00,100.0,2.6
TASK_0579,Exam Preparation,Medium,Completed,None,5,6.5,0.8,5.9,2025-06-02 07:00:00,2025-06-06 17:00:00,106.0,3.6
TASK_0580,Group Project,Medium,Pending,Internal,2,6.0,1.2,2.2,2025-06-05 21:00:00,2025-06-07 23:00:00,50.0,2.5
TASK_0581,Group Project,Medium,In Progress,None,4,1.0,4.2,7.9,2025-06-01 19:00:00,2025-06-03 03:00:00,32.0,3.8
TASK_0582,Design,Medium,Completed,None,1,3.4,1.0,9.4,2025-06-05 22:00:00,2025-06-09 15:00:00,89.0,2.4
TASK_0583,Assignment,Medium,Pending,External,4,2.6,0.4,9.5,2025-06-03 02:00:00,2025-06-05 02:00:00,48.0,3.3
TASK_0584,Lecture Notes Review,Medium,Pending,Internal,6,2.8,3.5,4.3,2025-06-04 08:00:00,2025-06-07 16:00:00,80.0,3.8
TASK_0585,Assignment,Low,Completed,None,10,7.9,2.0,2.2,2025-06-02 11:00:00,2025-06-02 23:00:00,12.0,6.4
TASK_0586,Report Writing,Medium,In Progress,External,4,5.3,4.6,5.7,2025-06-03 18:00:00,2025-06-04 21:00:00,27.0,4.3
TASK_0587,Development,Low,Pending,Internal,1,5.9,3.3,2.0,2025-06-01 00:00:00,2025-06-01 18:00:00,18.0,3.2
TASK_0588,Review,Medium,In Progress,None,7,7.8,0.5,9.4,2025-06-05 17:00:00,2025-06-07 08:00:00,39.0,4.9
TASK_0589,Analysis,Medium,Completed,Internal,2,3.3,4.7,2.7,2025-06-02 02:00:00,2025-06-02 18:00:00,16.0,3.6
TASK_0590,Training,Medium,In Progress,External,9,6.5,1.3,3.3,2025-06-05 20:00:00,2025-06-09 18:00:00,94.0,4.6
TASK_0591,Presentation,Medium,Pending,External,3,3.8,1.7,4.7,2025-06-05 14:00:00,2025-06-07 13:00:00,47.0,2.9
TASK_0592,Bug Fixing,Low,Pending,External,8,7.0,2.0,4.4,2025-06-02 15:00:00,2025-06-06 23:00:00,104.0,4.6
TASK_0593,Design,Medium,In Progress,None,8,1.9,0.3,8.2,2025-06-05 00:00:00,2025-06-08 02:00:00,74.0,4.1
TASK_0594,Customer Support,Medium,In Progress,None,3,7.6,2.5,5.1,2025-06-04 11:00:00,2025-06-07 14:00:00,75.0,3.4
